14369922	Riddick Parker (born November 20, 1972 in Emporia, Virginia) is a former professional American football defensive lineman for the Seattle Seahawks, San Diego Chargers, New England Patriots, Baltimore Ravens, and San Francisco 49ers of the National Football League.
10807813	Blessed Osanna of Cattaro T.O.S.D. (Serbo-Croatian: Ozana Kotorska, 25 November 1493 – 27 April 1565) was a Catholic visionary and anchoress from Cattaro (Kotor). She was a teenage convert from Orthodoxy of Serbian descent from Montenegro (Zeta). She became a Dominican tertiary and was posthumously venerated as a saint in Kotor. She was later beatified in 1934.
35868392	Thaila Ayala Sales (born April 14, 1986) is a Brazilian actress and model. Thaila Ayala was born in Presidente Prudente, São Paulo, in 1986. She has lived in several countries, including Mexico, Thailand and Chile. She played Marcela, the protagonist of the 14th season of the teen soap Malhação. In 2006, she posed nude for the magazine Trip. In 2007, she was photographed by Terry Richardson for the book, Rio, Wonderful Town, which was released later that same year. She was featured in a photo with her breast showing and biting her lip. Casting producer Luis Fernando Silva later claimed to have repented for participation in the book. In 2011, Ayala said that posing nude was like a "rape". In January 2016, Thaila worked with Indian American Director Aditya J Patwardhan in the upcoming short film When Red is White, aka The Touch of Aurora. She married actor Paulo Vilhena on November 19, 2011. They split in 2013.
19617784	Brett Scott (born 10 April 1962) is a former Australian rules footballer who played with the Sydney Football Club in the Victorian Football League during the 1980s. Scott played his early football with The Rock-Yerong Creek before being recruited to South Melbourne and making his league debut in 1981. The following year the club relocated to Sydney and he took part in the inaugural game for their new city. Injuries restricted his appearances over the years and when he finished in 1989 he had managed just 59 senior games. After Gary Buckenara was sacked as Sydney's coach in 1993, Scott acted as a caretaker coach for two games.
44137141	Marlon Evans (born 3 August 1997) is a Guamanian international footballer who plays for Wings in the Guam Men's Soccer League
16520060	Jesper Blicher (born 4 October 1988) is a retired Danish professional football midfielder. Blicher began playing football in Kolt-Hasselager IF, where he was picked for AGF, where he got his other footballing education. He was part of the year '88, who won in the junior league, like Michael Lumb, Frederik Krabbe, Michael Vester, Niels Kristensen, Morten Beck Andersen and Anders Syberg, who all had the onset of AGF's 1.Hold. In autumn 2009 he was loaned to Næstved BK, and just before the winter transfer window ended he switched permanently to the club. In 2010, he changed to FC Fredericia, where he played until 2012 when he got Vendsyssel FF as a new club. In January 2015 he was given at his own request that he want to terminate his contract with the Vendsyssel FF. On 6 February 2015 he signed a two-year contract with Lyngby Boldklub.
46812580	Stewart Owen Ford (born 1964) is a British businessman, the founder and chief executive (CEO) of the failed financial company Keydata. He was fined a record £75 million by the Financial Conduct Authority in May 2015. Stewart Owen Ford was born in 1964. When he was 10 years old, his alcoholic mother left him at an orphanage in Edinburgh "for a weekend that turned into seven years"; he lived there until he was 17.
42015200	Chris Galletta (born 1981) is an American screenwriter. He is best known for writing the 2013 coming-of-age film The Kings of Summer. Galletta, who comes from an Italian background, grew up in Tottenville, Staten Island, New York, where he attended Tottenville High School. He graduated from the St. John's University College of Professional Studies; his major was in television and film studies. He later attended the Columbia University School of the Arts and graduated with a Master of Fine Arts in 2010.
2945090	Lee Terrence Sullivan (born 6 March 1971) is the drummer for the London-based alternative rock band Bôa. Lee is the son of Terence Sullivan, the drummer for the rock band Renaissance and his wife, Christine Sullivan. He plays drums, piano and percussion. At the age of seven, Lee first performed with father on stage at one of Renaissance's concerts at the Apollo. He later joined the band Chapter VI. The band produced a single track called "The King of Comedy" and an EP called Bucket Chemistry. He joined the British rock band Bôa in 1994. While with Bôa, he worked with producers Darren Allison and Neil Walsh. As a result of his background, Lee brought a rockier sound with him to the band and helped influence the band's transition from funk to rock. However, in later years, the band decided to form their own independent label called Bôa Recordings. As part of Bôa Recordings, Lee was able to put his sound production talents to good use and co-produced the album Get There (2005) with the band and Kevin Wood in a Southampton, UK studio. In 2004, he branched out and worked on his father's new project, called Renaissant. On the Renaissant album, "South of Winter", he played keyboards on a number of tracks and helped produce. Alex Caird (bass guitar from Bôa) also played on the album. In 2013, Lee released his first solo album titled Out and About. Alex Caird performed on two tracks. The album brought in new vocal talents; Sara Garvey is the featured vocal talent on "Looking Back" and Chris Thomas performs on "Give a Little Sugar". Other performers include Kristian Sullivan, Lee's brother, on guitar. The album was released by Moon Struck Monkey, Lee's independent record label and distributed through CD Baby.
44294744	Donald Gardner "Donnie" MacLeod (September 10, 1938 – June 22, 2015) was a Canadian politician. He represented the electoral district of Cape Breton East in the Nova Scotia House of Assembly from 1980 to 1988. He was a member of the Progressive Conservative Party of Nova Scotia. Born in 1938 at Glace Bay, Nova Scotia, MacLeod was first elected in a byelection on December 2, 1980. MacLeod was re-elected in the 1981, and 1984 elections. He did not seek re-election in 1988. MacLeod died on June 22, 2015.
35815512	Alec Sam Denton (born 30 July 1994) is an English footballer who plays as a forward.
3067131	Yıldırım Akbulut (Turkish pronunciation: [jɯɫdɯˈɾɯm akbuˈɫut]; born 15 November 1935 in Erzincan) is a Turkish politician, who was a leader of the Anavatan Partisi (Motherland Party), a former Prime Minister of Turkey and twice the Speaker of the Grand National Assembly of Turkey. He was born in Erzincan, Turkey as the son of a postman. After finishing the high school, Yıldırım Akbulut was educated in Law at Istanbul University. Following his graduation, he worked as a free-lance lawyer. Entered politics, Akbulut was elected to the parliament from Erzincan province. He served as Minister of Interior in the cabinet of Turgut Özal. He was then elected Speaker of the Parliament serving between December 24, 1987 and November 9, 1989. After the election of Turgut Özal as the President of Turkey, Akbulut became Prime Minister from November 9, 1989 forming the 47th government of Turkey. On June 15, 1991 he lost Anavatan Party primaries to Mesut Yilmaz, ending his tenure in office. In 1992, with the order of Ozal, Akbulut resigned from the party, however, he returned shortly afterwards. On May 20, 1999, Yıldırım Akbulut was elected for the second time Speaker of the Grand National Assembly that lasted until September 30, 2000. He is married and has three children.
13620135	Curtis Blaine Wrightt Jr. (born June 6, 1955 in Huntingdon, Pennsylvania) is an American country music artist. He made his debut in 1989 with the single "She's Got a Man on her Mind" on a branch of MCA Records, before recording a solo album in 1992 on Liberty Records. By 1994, he and frequent songwriting partner Robert Ellis Orrall had formed a duo known as Orrall & Wright, which also recorded one major-label album. Wright later succeeded Brent Lamb in 2002 as the lead vocalist for the band Shenandoah, until being replaced by Jimmy Yeary in 2007. He has toured as a member of Pure Prairie League as well. Initially a member of a band known as the Country Generation, succeeded by the Super Grit Cowboy Band, Wright later performed as a backup vocalist and guitarist for Vern Gosdin. In December 1989, he quit Gosdin's band and wrote Ronnie Milsap's number one single "A Woman in Love". Wright signed with Airborne Records in 1990 and released "She's Got a Man on Her Mind", which charted at number 38 on Hot Country Songs. (A version of the same song by Conway Twitty charted one year later.) Wright was also slated to release an album titled Slick Hick in March 1990, which would have been produced by himself and Jeff Carlton. However, the album went unreleased due to financial issues with the label. Later in the same year, he co-wrote Shenandoah's "Next to You, Next to Me" with Robert Ellis Orrall, and Steve Wariner's top 20 hit "There for Awhile". In 1992, Wright signed to Liberty Records, where he released his self-titled debut album that year. This album produced two more low-charting singles. It also included the song "What's It to You", which Wright also co-wrote with Orrall. Although Wright's version was never released as a single, Clay Walker later recorded this song on his 1993 debut album, and his version was a number one hit that year. He also co-wrote Shenandoah's 1992 single "Rock My Baby". By 1994, Wright joined Orrall to form Orrall & Wright, a duo which charted two singles and recorded one album for Giant Records before disbanding. Wright later wrote Daryle Singletary's 1996 single "Too Much Fun". After the departure of their former lead singer Brent Lamb (who, in turn, replaced Marty Raybon) in the late 1990s, Shenandoah chose Wright as their third lead singer. Wright left Shenandoah in 2007 to join Pure Prairie League, and Jimmy Yeary succeeded him.
8666487	Ralph Bacerra (1938, Garden Grove, California - June 10, 2008) was a ceramic artist and career educator. He lived and worked in Los Angeles, California. From 1959 to 1961, Bacerra was a student at Chouinard Art Institute in Los Angeles, where he studied under the celebrated ceramist and educator and Vivika Heino. Bacerra joined the U.S. Army in 1961, returning in 1963 to find the position of chairperson of the ceramics department at Chouinard left open by Vivika Heino. Bacerra occupied this position there from 1963 to 1971, at which point Chouinard was renamed the California Institute of the Arts and moved to Valencia, California. After this move in 1971, the ceramics department was dropped from the school’s curriculum, and Bacerra went to work full-time in his studio. Bacerra is credited with important technological innovation in advanced ceramics, most notably resulting in his development of oven-top ranged surfaces for the Induction Stove Corporation that featured the use of electromagnetic induction. Bacerra returned to teaching in 1983, this time accepting an offer from the Otis Art Institute to be chairperson of the ceramics department. This department was founded at Otis by influential artist Peter Voulkos. Bacerra was chair of this program until 1997. His teaching approach focused more on the development of technical proficiency and experience with materials than on conceptual concerns. He had only one kidney. The artwork of Ralph Bacerra is recognizable by its vivid use of color and contrast, which are the result of a delicate and multi-staged process of overglazing. He is also known for geometrically complicated and technically difficult forms. His decorative aesthetic draws from Asian sources, most notably Japanese Imari and Kutani pieces, Persian miniatures, and Chinese Tang ceramics. The surface imagery of Bacerra’s sculptures is design-conscious and draws comparisons to M.C. Escher’s grid techniques and use of positive and negative space, as well as to the geometric sensibility and creation of movement and space associated with Vassily Kandinsky. Bacerra has insisted upon an absence of metaphor: “I’ve never really thought of my work in post-modern terms. But I suppose in many ways it fits the definition. My pieces are based on traditional ideas and engage in certain cultural appropriations—in form, in design, in glaze choices. However, my work is not post-modern in the sense that I am not making any statements—social, political, conceptual, even intellectual. There’s no meaning or metaphor. I’m committed more to the idea of pure beauty. The finished piece should be like an ornament, exquisitely beautiful.” He died of lung cancer Tuesday, June 10, 2008, at his home in Eagle Rock, near Los Angeles.
32717697	Chalysa Janee "Chay" Shegog ( SHAY shi-GOG; born February 22, 1990) is an American basketball player who played for the Connecticut Sun in the WNBA in the 2012 season. Shegog played for the North Carolina Tar Heels in college. In 2012, she was selected as the 21st overall draft pick for the WNBA by the Connecticut Sun. In August 2012, Shegog was waived by the Sun. She played for Hungarian team UNISEAT Gyor in the WNBA off-season.
8633933	Bodil Ipsen (30 August 1889 – 26 November 1964) was a Danish actress and film director, and is considered one of the great stars of Danish cinematic history. Her acting career, which began in theater and silent films, was marked by leading roles in large folk comedies and melodramas. However, it was as a director that she was most influential: directing the first Danish film noir and making several dark psychological thrillers during the 1940s and 1950s. Ipsen's name along with that of Bodil Kjer is given to Denmark's most celebrated film prize, the Bodil Award. Ipsen's steady career on stage was offset by a volatile personal life. She was married four times. Ipsen was married the first time in 1910 with the actor Jacob Texière, but the marriage was dissolved within the same year. Then, in 1914, she married civil engineer H.H.O. Moltke, and they divorced after three years. Her marriage in 1919 with film director Emanuel Gregers lasted four years. Ipsen was married for a fourth time in 1932 to the journalist Ejnar Black. They remained together for 17 years until Black's death in 1949. After Black's death, Ipsen isolated herself outside of work, preferring the company of her assistant and housekeeper, Stella Jensen.
20830706	Arabesque, also known as Besque (born Stephen Kawalit, September 17, 1981), is a Juno nominated hip hop artist from Toronto, Ontario, Canada. He studied graphic communications management at Ryerson University. He has signed record deals in the US, Canada, the UK and Japan.
1159357	Daniel Stevens Dickinson (September 11, 1800 – April 12, 1866) was a New York politician, most notable as a United States Senator from 1844 to 1851. Born in Goshen, Connecticut, he moved with his parents to Guilford, Chenango County, New York, in 1806. He attended the common schools, was apprenticed to a clothier, and taught school at Wheatland, New York from 1821 on. In 1822, he married Lydia Knapp. He also engaged in land surveying, studied law, and was admitted to the bar in 1828. He commenced practice in Guilford, and served as Postmaster of Guilford from 1827 to 1832. He moved to Binghamton, New York and served as its first Village President in 1834. He was a member of the New York State Senate (6th D.) from 1837 to 1840, sitting in the 60th, 61st, 62nd and 63rd New York State Legislatures. He was Lieutenant Governor of New York from 1843 to 1844. In 1844, he was a presidential elector, voting for James K. Polk and George M. Dallas. In 1844 he was appointed as a Democrat to the U.S. Senate to fill the vacancy caused by the resignation of Nathaniel P. Tallmadge, and was subsequently elected to a full term, holding office from November 30, 1844, to March 3, 1851. He was Chairman of the United States Senate Committee on Finance (1849–1850), a member of the Committee on Manufactures (Twenty-ninth and Thirtieth United States Congresses), and a member of the Committee on Private Land Claims (Thirty-first United States Congress). As a senator and after, Dickinson was the leader of the conservative Hunker faction of the New York Democratic Party, and would eventually become leader of the "Hards" who opposed reconciliation with the more radical Barnburner faction which had left the party in 1848 to join the Free Soilers. Dickinson resumed the practice of law in 1851. He was delegate to the 1852 Democratic National Convention. In 1853, President Franklin Pierce appointed him as Collector of the Port of New York, but he declined to take office. In 1860, he supported John C. Breckinridge for President. He supported the Union during the American Civil War. He was elected New York State Attorney General in November 1861 on a ticket nominated by the Independent People's state convention (War Democrats), and endorsed by the Republicans. He was appointed United States Commissioner for the final settlement of the Hudson Bay and Puget Sound agricultural claims in 1864. Dickinson was considered as a possible vice presidential candidate when Abraham Lincoln ran for reelection in 1864 and desired a pro-war Democrat on the Republican ticket to demonstrate support for his war policy, but the nomination went to Andrew Johnson. Dickinson supported Lincoln's reelection, and was appointed United States Attorney for the Southern District of New York in 1865, an office in which he served until his death. He died in New York City, and was buried at the Spring Forest Cemetery in Binghamton.
36721982	Daniel Thompson (born 25 November 1993) is an English footballer who plays for Tonbridge Angels. He is a striker.
6325169	Michael Caltabiano (born 8 April 1964) was a Liberal Party member of the Brisbane City Council from 1996 to 2005, and a Liberal member of the Legislative Assembly of Queensland from 2005 to 2006. He also served briefly as the Director-General of the Department of Transport and Main Roads in the state government of Queensland, Australia until he was sacked by Premier Campbell Newman. Caltabiano was referred to the parliamentarian ethics committee in October 2012, after comments he made two year ago's estimates committee hearing about the employment of Ben Gommers, the son of then arts minister Ros Bates. Caltabiano studied engineering at James Cook University and a Master of Philosophy at Nottingham University (UK) and completed a Graduate Diploma of Business at Queensland University of Technology. He worked as a civil engineer and company director.
35891597	Gilbert Saboya Sunyé (born 28 July 1966) is an Andorran economist and politician. He is currently the Minister of Foreign Affairs to the Principality of Andorra, since his appointment in 2011. Previously, he was the President of the Committee of Ministers of the Council of Europe from November 9, 2012 until May 16, 2013. From March 23, 2015 until April 1, 2015 he was the acting Prime Minister of Andorra. Gilbert Saboya Sunyé was born 28 July 1966 in Sant Julià de Lòria, Andorra. He graduated from Toulouse 1 University Capitole.
4185129	Kelvin Trent Tucker (born December 20, 1959) is an American retired professional basketball player who played 11 seasons in the American National Basketball Association. A 6'5" shooting guard, Tucker attended the University of Minnesota from 1978 to 1982, leading them to a Big Ten Conference championship in his senior year. He was then selected by the New York Knicks with the 6th overall pick of the 1982 NBA Draft. One of the earliest three-point specialists, Tucker represented the Knicks in the first ever Three-point Shootout (1986), making it to the semifinals before being outpaced by Craig Hodges and eventual winner Larry Bird. Tucker would play nine seasons with the Knicks before joining the San Antonio Spurs in 1991, and after one season with the Spurs he joined the Chicago Bulls, who won the 1993 NBA Championship. He retired after that season, having tallied 6,237 career points and 1,532 career assists.
13427288	Peter Bragdon is a Republican former member of the New Hampshire Senate, representing the 11th District from 2004 through 2014. Previously he was a member of the New Hampshire House of Representatives from 2000 until 2002. Bragdon was President of the New Hampshire State Senate from December 1, 2010, through August 27, 2013. Bragdon was owner and publisher of The Milford Observer. Bragdon holds a bachelor's degree in math and computer science from the University of Massachusetts Lowell. Bragdon stepped down as president of the New Hampshire Senate on August 27, 2013, and was succeeded by Chuck Morse.
40997593	Sreebala K Menon is a Malayali Author and Filmmaker who won the 2005 Kerala Sahitya Akademi Award -'Best Humor writing '- for her book 19, Canal Road. She has published a collection of short stories named 'Slyviaplathinte Masterpiece' by Mathrubhumi Books. Love 24x7, her debut movie in Malayalam won her Kerala State Film Award and Ramu Kariat Award. (Best debutant director 2015) She is married to Jimmy James ;Senior News Editor;Asianet News.
